metodo,tempo,iteracoes
maxVal1_2048_numeros,6200,2050
maxVal1_1048576_numeros,1785500,1048578
maxVal1_32_numeros,6400,33
maxVal1_2048_numeros,5900,2056
maxVal1_1048576_numeros,776400,1048580
maxVal1_32_numeros,5500,34
maxVal1_2048_numeros,3900,2053
maxVal1_1048576_numeros,789200,1048580
maxVal1_32_numeros,7000,35
maxVal1_2048_numeros,7200,2048
maxVal1_1048576_numeros,749200,1048578
maxVal1_32_numeros,5800,34
maxVal1_2048_numeros,6900,2052
maxVal1_1048576_numeros,764700,1048580
maxVal1_32_numeros,5700,32
maxVal1_2048_numeros,3400,2050
maxVal1_1048576_numeros,1020600,1048578
maxVal1_32_numeros,7400,33
maxVal1_2048_numeros,3100,2052
maxVal1_1048576_numeros,767200,1048579
maxVal1_32_numeros,3700,34
maxVal1_2048_numeros,6600,2051
maxVal1_1048576_numeros,779500,1048581
maxVal1_32_numeros,4300,33
maxVal1_2048_numeros,7300,2054
maxVal1_1048576_numeros,790300,1048581
maxVal1_32_numeros,6200,37
maxVal1_2048_numeros,5800,2049
maxVal1_1048576_numeros,801900,1048583
maxVal1_32_numeros,6100,35
maxVal1_2048_numeros,7700,2053
maxVal1_1048576_numeros,778100,1048581
maxVal1_32_numeros,4300,32
maxVal1_2048_numeros,6500,2053
maxVal1_1048576_numeros,803400,1048578
maxVal1_32_numeros,7500,33
maxVal1_2048_numeros,6300,2050
maxVal1_1048576_numeros,812800,1048580
maxVal1_32_numeros,5800,36
maxVal1_2048_numeros,3500,2052
maxVal1_1048576_numeros,827100,1048580
maxVal1_32_numeros,5900,38
maxVal1_2048_numeros,7900,2052
maxVal1_1048576_numeros,800700,1048578
maxVal1_32_numeros,6400,31
maxVal1_2048_numeros,4800,2051
maxVal1_1048576_numeros,733700,1048580
maxVal1_32_numeros,6300,36
maxVal1_2048_numeros,2900,2049
maxVal1_1048576_numeros,740200,1048575
maxVal1_32_numeros,6800,35
maxVal1_2048_numeros,10700,2051
maxVal1_1048576_numeros,778000,1048580
maxVal1_32_numeros,6000,35
maxVal1_2048_numeros,7000,2053
maxVal1_1048576_numeros,714300,1048578
maxVal1_32_numeros,5300,34
maxVal1_2048_numeros,6500,2051
maxVal1_1048576_numeros,793300,1048580
maxVal1_32_numeros,6000,37
maxVal1_2048_numeros,7500,2054
maxVal1_1048576_numeros,788500,1048579
maxVal1_32_numeros,5500,35
maxVal1_2048_numeros,5700,2049
maxVal1_1048576_numeros,722200,1048579
maxVal1_32_numeros,5800,35
maxVal1_2048_numeros,7600,2053
maxVal1_1048576_numeros,753100,1048578
maxVal1_32_numeros,5000,33
maxVal1_2048_numeros,8600,2049
maxVal1_1048576_numeros,727800,1048578
maxVal1_32_numeros,6200,34
maxVal1_2048_numeros,5600,2052
maxVal1_1048576_numeros,778100,1048577
maxVal1_32_numeros,6300,34
maxVal1_2048_numeros,7000,2052
maxVal1_1048576_numeros,753900,1048583
maxVal1_32_numeros,6000,32
maxVal1_2048_numeros,5400,2049
maxVal1_1048576_numeros,804500,1048577
maxVal1_32_numeros,5000,37
maxVal1_2048_numeros,7500,2050
maxVal1_1048576_numeros,776000,1048581
maxVal1_32_numeros,6600,35
maxVal1_2048_numeros,5700,2051
maxVal1_1048576_numeros,777300,1048579
maxVal1_32_numeros,5300,34
maxVal1_2048_numeros,4200,2052
maxVal1_1048576_numeros,773600,1048581
maxVal1_32_numeros,5400,34
maxVal1_2048_numeros,3400,2049
maxVal1_1048576_numeros,778800,1048581
maxVal1_32_numeros,6200,34
maxVal1_2048_numeros,2800,2055
maxVal1_1048576_numeros,718300,1048583
maxVal1_32_numeros,5600,34
maxVal1_2048_numeros,6000,2051
maxVal1_1048576_numeros,778800,1048580
maxVal1_32_numeros,5100,36
maxVal1_2048_numeros,5500,2049
maxVal1_1048576_numeros,786000,1048579
maxVal1_32_numeros,5600,31
maxVal1_2048_numeros,2800,2051
maxVal1_1048576_numeros,785200,1048582
maxVal1_32_numeros,6200,34
maxVal1_2048_numeros,6700,2051
maxVal1_1048576_numeros,788000,1048580
maxVal1_32_numeros,6500,34
maxVal1_2048_numeros,2600,2053
maxVal1_1048576_numeros,726300,1048579
maxVal1_32_numeros,4900,31
maxVal1_2048_numeros,7700,2050
maxVal1_1048576_numeros,780300,1048577
maxVal1_32_numeros,5900,36
maxVal1_2048_numeros,7600,2053
maxVal1_1048576_numeros,811400,1048581
maxVal1_32_numeros,6900,32
maxVal1_2048_numeros,3000,2051
maxVal1_1048576_numeros,800300,1048579
maxVal1_32_numeros,7700,34
maxVal1_2048_numeros,2800,2054
maxVal1_1048576_numeros,780300,1048577
maxVal1_32_numeros,5400,33
maxVal1_2048_numeros,8000,2052
maxVal1_1048576_numeros,791000,1048581
maxVal1_32_numeros,7100,34
maxVal1_2048_numeros,6400,2049
maxVal1_1048576_numeros,955900,1048578
maxVal1_32_numeros,3600,33
maxVal1_2048_numeros,2400,2054
maxVal1_1048576_numeros,777700,1048581
maxVal1_32_numeros,6300,32
maxVal1_2048_numeros,2800,2050
maxVal1_1048576_numeros,714700,1048577
maxVal1_32_numeros,6000,34
maxVal1_2048_numeros,6200,2049
maxVal1_1048576_numeros,777500,1048583
maxVal1_32_numeros,6600,34
maxVal1_2048_numeros,6300,2050
maxVal1_1048576_numeros,819000,1048576
maxVal1_32_numeros,6000,34
maxVal1_2048_numeros,3100,2048
maxVal1_1048576_numeros,1246000,1048579
maxVal1_32_numeros,4600,33
maxVal1_2048_numeros,7600,2051
maxVal1_1048576_numeros,788200,1048578
maxVal1_32_numeros,6300,32
maxVal1_2048_numeros,6900,2052
maxVal1_1048576_numeros,777000,1048578
maxVal1_32_numeros,7400,32
maxVal1_2048_numeros,6300,2051
maxVal1_1048576_numeros,776700,1048582
maxVal1_32_numeros,6700,35
maxVal1_2048_numeros,5700,2053
maxVal1_1048576_numeros,800500,1048579
maxVal1_32_numeros,5200,31
maxVal1_2048_numeros,7000,2052
maxVal1_1048576_numeros,845700,1048577
maxVal1_32_numeros,4700,34
maxVal1_2048_numeros,10000,2051
maxVal1_1048576_numeros,793300,1048578
maxVal1_32_numeros,6700,31
maxVal1_2048_numeros,10000,2053
maxVal1_1048576_numeros,796200,1048581
maxVal1_32_numeros,7200,33
maxVal1_2048_numeros,8000,2052
maxVal1_1048576_numeros,787500,1048578
maxVal1_32_numeros,6700,35
maxVal1_2048_numeros,2700,2053
maxVal1_1048576_numeros,788500,1048580
maxVal1_32_numeros,5700,32
maxVal1_2048_numeros,3600,2051
maxVal1_1048576_numeros,793000,1048579
maxVal1_32_numeros,5900,32
maxVal1_2048_numeros,3100,2051
maxVal1_1048576_numeros,959800,1048581
maxVal1_32_numeros,5200,34
maxVal1_2048_numeros,7700,2051
maxVal1_1048576_numeros,773200,1048581
maxVal1_32_numeros,30600,32
maxVal1_2048_numeros,32800,2052
maxVal1_1048576_numeros,999200,1048578
maxVal1_32_numeros,1600,34
maxVal1_2048_numeros,2000,2053
maxVal1_1048576_numeros,730500,1048580
maxVal1_32_numeros,1800,33
maxVal1_2048_numeros,3400,2057
maxVal1_1048576_numeros,1035800,1048579
maxVal1_32_numeros,2200,33
maxVal1_2048_numeros,2900,2056
maxVal1_1048576_numeros,780000,1048581
maxVal1_32_numeros,1900,33
maxVal1_2048_numeros,4000,2055
maxVal1_1048576_numeros,773300,1048577
maxVal1_32_numeros,1600,32
maxVal1_2048_numeros,3300,2049
maxVal1_1048576_numeros,789500,1048578
maxVal1_32_numeros,2200,33
maxVal1_2048_numeros,3100,2049
maxVal1_1048576_numeros,916400,1048582
maxVal1_32_numeros,2400,33
maxVal1_2048_numeros,3900,2050
maxVal1_1048576_numeros,783500,1048578
maxVal1_32_numeros,1600,33
maxVal1_2048_numeros,3100,2049
maxVal1_1048576_numeros,825700,1048580
maxVal1_32_numeros,1400,31
maxVal1_2048_numeros,1900,2051
maxVal1_1048576_numeros,781900,1048577
maxVal1_32_numeros,2000,35
maxVal1_2048_numeros,3600,2052
maxVal1_1048576_numeros,776300,1048579
maxVal1_32_numeros,2100,36
maxVal1_2048_numeros,3600,2053
maxVal1_1048576_numeros,716300,1048578
maxVal1_32_numeros,1400,32
maxVal1_2048_numeros,3000,2049
maxVal1_1048576_numeros,793200,1048578
maxVal1_32_numeros,1400,35
maxVal1_2048_numeros,3600,2054
maxVal1_1048576_numeros,717000,1048578
maxVal1_32_numeros,2300,35
maxVal1_2048_numeros,3200,2052
maxVal1_1048576_numeros,783600,1048579
maxVal1_32_numeros,2000,34
maxVal1_2048_numeros,3500,2054
maxVal1_1048576_numeros,776700,1048579
maxVal1_32_numeros,1500,32
maxVal1_2048_numeros,3600,2052
maxVal1_1048576_numeros,766400,1048576
maxVal1_32_numeros,2200,34
maxVal1_2048_numeros,4300,2050
maxVal1_1048576_numeros,719500,1048576
maxVal1_32_numeros,2000,32
maxVal1_2048_numeros,1900,2052
maxVal1_1048576_numeros,819400,1048579
maxVal1_32_numeros,2000,33
maxVal1_2048_numeros,3600,2052
maxVal1_1048576_numeros,710200,1048579
maxVal1_32_numeros,1900,37
maxVal1_2048_numeros,1900,2049
maxVal1_1048576_numeros,730100,1048577
maxVal1_32_numeros,2100,33
maxVal1_2048_numeros,3600,2052
maxVal1_1048576_numeros,719200,1048578
maxVal1_32_numeros,1700,32
maxVal1_2048_numeros,4100,2055
maxVal1_1048576_numeros,716200,1048580
maxVal1_32_numeros,1900,38
maxVal1_2048_numeros,4600,2052
maxVal1_1048576_numeros,710500,1048581
maxVal1_32_numeros,2600,35
maxVal1_2048_numeros,2200,2052
maxVal1_1048576_numeros,780100,1048581
maxVal1_32_numeros,1800,35
maxVal1_2048_numeros,1900,2052
maxVal1_1048576_numeros,706500,1048580
maxVal1_32_numeros,1700,36
maxVal1_2048_numeros,1900,2054
maxVal1_1048576_numeros,777100,1048579
maxVal1_32_numeros,2100,33
maxVal1_2048_numeros,3600,2050
maxVal1_1048576_numeros,719000,1048578
maxVal1_32_numeros,1700,34
maxVal1_2048_numeros,3600,2053
maxVal1_1048576_numeros,1206300,1048580
maxVal1_32_numeros,2100,34
maxVal1_2048_numeros,2300,2054
maxVal1_1048576_numeros,706600,1048579
maxVal1_32_numeros,1200,34
maxVal1_2048_numeros,2200,2050
maxVal1_1048576_numeros,936100,1048576
maxVal1_32_numeros,1800,34
maxVal1_2048_numeros,3200,2050
maxVal1_1048576_numeros,783700,1048581
maxVal1_32_numeros,1500,35
maxVal1_2048_numeros,3200,2051
maxVal1_1048576_numeros,1009100,1048580
maxVal1_32_numeros,2200,34
maxVal1_2048_numeros,3500,2051
maxVal1_1048576_numeros,720700,1048577
maxVal1_32_numeros,1500,33
maxVal1_2048_numeros,3000,2050
maxVal1_1048576_numeros,804400,1048581
maxVal1_32_numeros,2300,35
maxVal1_2048_numeros,2900,2052
maxVal1_1048576_numeros,716000,1048576
maxVal1_32_numeros,2100,33
maxVal1_2048_numeros,3400,2054
maxVal1_1048576_numeros,757500,1048578
maxVal1_32_numeros,1900,34
maxVal1_2048_numeros,3700,2050
maxVal1_1048576_numeros,721800,1048577
maxVal1_32_numeros,2000,39
maxVal1_2048_numeros,3800,2052
maxVal1_1048576_numeros,790800,1048579
maxVal1_32_numeros,2200,33
maxVal1_2048_numeros,3000,2048
maxVal1_1048576_numeros,794300,1048584
maxVal1_32_numeros,1900,32
maxVal1_2048_numeros,3000,2049
maxVal1_1048576_numeros,807300,1048579
maxVal1_32_numeros,1800,35
maxVal1_2048_numeros,3700,2050
maxVal1_1048576_numeros,1697400,1048578
maxVal1_32_numeros,3200,33
maxVal1_2048_numeros,2000,2051
maxVal1_1048576_numeros,777400,1048580
maxVal1_32_numeros,1400,33
maxVal1_2048_numeros,2600,2052
maxVal1_1048576_numeros,714100,1048578
maxVal1_32_numeros,1300,33
maxVal1_2048_numeros,3000,2056
maxVal1_1048576_numeros,917100,1048581
maxVal1_32_numeros,1500,34
maxVal1_2048_numeros,3900,2051
maxVal1_1048576_numeros,770700,1048581
maxVal1_32_numeros,1800,35
maxVal1_2048_numeros,1700,2050
maxVal1_1048576_numeros,768100,1048580
maxVal1_32_numeros,1500,33
maxVal1_2048_numeros,3900,2052
maxVal1_1048576_numeros,714400,1048580
maxVal1_32_numeros,1800,37
maxVal1_2048_numeros,3600,2050
maxVal1_1048576_numeros,747500,1048578
maxVal1_32_numeros,2100,34
maxVal1_2048_numeros,3000,2049
maxVal1_1048576_numeros,711900,1048576
maxVal1_32_numeros,1400,34
maxVal1_2048_numeros,1900,2051
maxVal1_1048576_numeros,746400,1048578
maxVal1_32_numeros,1800,32
maxVal1_2048_numeros,2900,2053
maxVal1_1048576_numeros,784800,1048578
maxVal1_32_numeros,1800,35
maxVal1_2048_numeros,4200,2053
maxVal1_1048576_numeros,778000,1048581
maxVal1_32_numeros,1800,34
maxVal1_2048_numeros,3700,2055
maxVal1_1048576_numeros,706300,1048578
maxVal1_32_numeros,1700,34
maxVal1_2048_numeros,2700,2049
maxVal1_1048576_numeros,723300,1048578
maxVal1_32_numeros,1600,32
maxVal1_2048_numeros,2200,2052
maxVal1_1048576_numeros,689100,1048583
maxVal1_32_numeros,1700,37
maxVal1_2048_numeros,3700,2050
maxVal1_1048576_numeros,777600,1048582
maxVal1_32_numeros,1700,32
maxVal1_2048_numeros,1800,2052
maxVal1_1048576_numeros,985600,1048578
maxVal1_32_numeros,1500,34
maxVal1_2048_numeros,4100,2050
maxVal1_1048576_numeros,941100,1048577
maxVal1_32_numeros,1600,36
maxVal1_2048_numeros,3600,2048
maxVal1_1048576_numeros,1196800,1048579
maxVal1_32_numeros,1700,36
maxVal1_2048_numeros,3700,2052
maxVal1_1048576_numeros,862200,1048580
maxVal1_32_numeros,1800,32
maxVal1_2048_numeros,4100,2053
maxVal1_1048576_numeros,705200,1048581
maxVal1_32_numeros,2000,32
maxVal1_2048_numeros,2700,2050
maxVal1_1048576_numeros,731400,1048579
maxVal1_32_numeros,2000,31
maxVal1_2048_numeros,4100,2050
maxVal1_1048576_numeros,699600,1048578
maxVal1_32_numeros,1900,35
maxVal1_2048_numeros,3400,2052
maxVal1_1048576_numeros,777400,1048579
maxVal1_32_numeros,1700,36
maxVal1_2048_numeros,3700,2049
maxVal1_1048576_numeros,770900,1048578
maxVal1_32_numeros,1900,38
maxVal1_2048_numeros,3100,2049
maxVal1_1048576_numeros,784300,1048582
maxVal1_32_numeros,2000,35
maxVal1_2048_numeros,2100,2047
maxVal1_1048576_numeros,774900,1048581
maxVal1_32_numeros,1800,33
maxVal1_2048_numeros,3900,2052
maxVal1_1048576_numeros,801200,1048579
maxVal1_32_numeros,2000,33
maxVal1_2048_numeros,2300,2052
maxVal1_1048576_numeros,714400,1048576
maxVal1_32_numeros,1600,34
maxVal1_2048_numeros,2100,2050
maxVal1_1048576_numeros,1009100,1048577
maxVal1_32_numeros,2300,36
maxVal1_2048_numeros,1700,2052
maxVal1_1048576_numeros,711700,1048576
maxVal1_32_numeros,2000,33
maxVal1_2048_numeros,3700,2052
maxVal1_1048576_numeros,778800,1048578
maxVal1_32_numeros,1500,37
maxVal1_2048_numeros,2300,2049
maxVal1_1048576_numeros,809100,1048579
maxVal1_32_numeros,1400,35
maxVal1_2048_numeros,3100,2049
maxVal1_1048576_numeros,790300,1048579
maxVal1_32_numeros,1900,32
maxVal1_2048_numeros,3600,2050
maxVal1_1048576_numeros,737400,1048580
maxVal1_32_numeros,1700,34
maxVal1_2048_numeros,3000,2050
maxVal1_1048576_numeros,832100,1048578
maxVal1_32_numeros,1000,35
maxVal1_2048_numeros,2300,2050
maxVal1_1048576_numeros,725000,1048580
maxVal1_32_numeros,1600,32
maxVal1_2048_numeros,3500,2052
maxVal1_1048576_numeros,694300,1048581
maxVal1_32_numeros,1800,33
maxVal1_2048_numeros,3100,2052
maxVal1_1048576_numeros,758700,1048577
maxVal1_32_numeros,2200,33
maxVal1_2048_numeros,3000,2049
maxVal1_1048576_numeros,712700,1048578
maxVal1_32_numeros,2300,36
maxVal1_2048_numeros,3800,2054
maxVal1_1048576_numeros,714300,1048577
maxVal1_32_numeros,1700,32
maxVal1_2048_numeros,1900,2051
maxVal1_1048576_numeros,780500,1048580
maxVal1_32_numeros,1500,36
maxVal1_2048_numeros,3600,2049
maxVal1_1048576_numeros,741700,1048582
maxVal1_32_numeros,2000,35
maxVal1_2048_numeros,3200,2054
maxVal1_1048576_numeros,710800,1048578
maxVal1_32_numeros,1600,33
maxVal1_2048_numeros,1900,2050
maxVal1_1048576_numeros,715100,1048578
maxVal1_32_numeros,1800,35
maxVal1_2048_numeros,2900,2050
maxVal1_1048576_numeros,767400,1048580
maxVal1_32_numeros,1400,34
maxVal1_2048_numeros,1900,2050
maxVal1_1048576_numeros,714400,1048577
maxVal1_32_numeros,1700,36
maxVal1_2048_numeros,2800,2051
maxVal1_1048576_numeros,683700,1048577
maxVal1_32_numeros,1800,37
maxVal1_2048_numeros,2200,2053
maxVal1_1048576_numeros,722900,1048579
maxVal1_32_numeros,1600,35
maxVal1_2048_numeros,2100,2051
maxVal1_1048576_numeros,770000,1048578
maxVal1_32_numeros,1500,32
maxVal1_2048_numeros,2800,2050
maxVal1_1048576_numeros,806400,1048584
maxVal1_32_numeros,2000,33
maxVal1_2048_numeros,3700,2053
maxVal1_1048576_numeros,782100,1048579
maxVal1_32_numeros,1800,33
maxVal1_2048_numeros,3700,2051
maxVal1_1048576_numeros,774600,1048582
maxVal1_32_numeros,2100,33
maxVal1_2048_numeros,3300,2052
maxVal1_1048576_numeros,727700,1048577
maxVal1_32_numeros,1600,32
maxVal1_2048_numeros,2300,2052
maxVal1_1048576_numeros,771300,1048577
maxVal1_32_numeros,1900,32
maxVal1_2048_numeros,3800,2047
maxVal1_1048576_numeros,775500,1048578
maxVal1_32_numeros,1700,36
maxVal1_2048_numeros,4100,2053
maxVal1_1048576_numeros,782200,1048580
maxVal1_32_numeros,1600,32
maxVal1_2048_numeros,3600,2050
maxVal1_1048576_numeros,918800,1048581
maxVal1_32_numeros,2000,34
maxVal1_2048_numeros,3600,2052
maxVal1_1048576_numeros,789600,1048578
maxVal1_32_numeros,1700,34
maxVal1_2048_numeros,2000,2050
maxVal1_1048576_numeros,712000,1048578
maxVal1_32_numeros,1400,31
maxVal1_2048_numeros,1700,2053
maxVal1_1048576_numeros,704100,1048579
maxVal1_32_numeros,1800,33
maxVal1_2048_numeros,2800,2053
maxVal1_1048576_numeros,735300,1048581
maxVal1_32_numeros,1700,33
maxVal1_2048_numeros,3100,2051
maxVal1_1048576_numeros,770600,1048579
maxVal1_32_numeros,1000,34
maxVal1_2048_numeros,1700,2047
maxVal1_1048576_numeros,721400,1048580
maxVal1_32_numeros,1900,34
maxVal1_2048_numeros,2400,2055
maxVal1_1048576_numeros,772700,1048580
maxVal1_32_numeros,1300,33
maxVal1_2048_numeros,1900,2052
maxVal1_1048576_numeros,715900,1048583
maxVal1_32_numeros,1700,33
maxVal1_2048_numeros,2800,2050
maxVal1_1048576_numeros,711900,1048578
maxVal1_32_numeros,2300,36
maxVal1_2048_numeros,4100,2049
maxVal1_1048576_numeros,739000,1048577
maxVal1_32_numeros,2100,35
maxVal1_2048_numeros,1700,2051
maxVal1_1048576_numeros,803800,1048576
maxVal1_32_numeros,1500,34
maxVal1_2048_numeros,3000,2051
maxVal1_1048576_numeros,723900,1048577
maxVal1_32_numeros,1600,32
maxVal1_2048_numeros,3300,2053
maxVal1_1048576_numeros,774400,1048581
maxVal1_32_numeros,1500,34
maxVal1_2048_numeros,2000,2049
maxVal1_1048576_numeros,712500,1048576
maxVal1_32_numeros,1400,35
maxVal1_2048_numeros,1800,2050
maxVal1_1048576_numeros,764900,1048577
maxVal1_32_numeros,1900,34
maxVal1_2048_numeros,3100,2051
maxVal1_1048576_numeros,790400,1048582
maxVal1_32_numeros,1800,35
maxVal1_2048_numeros,1900,2051
maxVal1_1048576_numeros,700600,1048580
maxVal1_32_numeros,1900,35
maxVal1_2048_numeros,2400,2050
maxVal1_1048576_numeros,775700,1048579
maxVal1_32_numeros,1700,37
maxVal1_2048_numeros,1700,2055
maxVal1_1048576_numeros,788100,1048581
maxVal1_32_numeros,1500,35
maxVal1_2048_numeros,1800,2052
maxVal1_1048576_numeros,739000,1048581
maxVal1_32_numeros,1700,33
maxVal1_2048_numeros,1900,2050
maxVal1_1048576_numeros,1000800,1048584
maxVal1_32_numeros,1700,34
maxVal1_2048_numeros,2500,2050
maxVal1_1048576_numeros,777500,1048578
maxVal1_32_numeros,1700,37
maxVal1_2048_numeros,3400,2048
maxVal1_1048576_numeros,776100,1048582
maxVal1_32_numeros,2000,32
maxVal1_2048_numeros,2300,2053
maxVal1_1048576_numeros,684800,1048582
maxVal1_32_numeros,2000,34
maxVal1_2048_numeros,2800,2058
maxVal1_1048576_numeros,709400,1048578
maxVal1_32_numeros,1600,33
maxVal1_2048_numeros,3000,2050
maxVal1_1048576_numeros,714300,1048576
maxVal1_32_numeros,2000,33
maxVal1_2048_numeros,1800,2050
maxVal1_1048576_numeros,777000,1048579
maxVal1_32_numeros,2100,34
maxVal1_2048_numeros,3000,2054
maxVal1_1048576_numeros,712700,1048578
maxVal1_32_numeros,1900,33
maxVal1_2048_numeros,1900,2052
maxVal1_1048576_numeros,685300,1048581
maxVal1_32_numeros,1700,37
maxVal1_2048_numeros,3000,2053
maxVal1_1048576_numeros,705900,1048579
maxVal1_32_numeros,1700,35
maxVal1_2048_numeros,4600,2051
maxVal1_1048576_numeros,790500,1048579
maxVal1_32_numeros,1800,33
maxVal1_2048_numeros,3400,2050
maxVal1_1048576_numeros,688500,1048580
maxVal1_32_numeros,1300,33
maxVal1_2048_numeros,3400,2053
maxVal1_1048576_numeros,796200,1048580
maxVal1_32_numeros,1700,33
maxVal1_2048_numeros,2700,2049
maxVal1_1048576_numeros,692000,1048577
maxVal1_32_numeros,1600,35
maxVal1_2048_numeros,3300,2054
maxVal1_1048576_numeros,954300,1048579
maxVal1_32_numeros,1400,32
maxVal1_2048_numeros,3700,2055
maxVal1_1048576_numeros,678500,1048579
maxVal1_32_numeros,1800,31
maxVal1_2048_numeros,2800,2049
maxVal1_1048576_numeros,774100,1048580
maxVal1_32_numeros,2000,37
maxVal1_2048_numeros,1900,2049
maxVal1_1048576_numeros,909500,1048580
maxVal1_32_numeros,1900,33
maxVal1_2048_numeros,4000,2053
maxVal1_1048576_numeros,730300,1048579
maxVal1_32_numeros,1800,34
maxVal1_2048_numeros,4200,2054
maxVal1_1048576_numeros,714500,1048578
maxVal1_32_numeros,1600,34
maxVal1_2048_numeros,3700,2052
maxVal1_1048576_numeros,746000,1048576
maxVal1_32_numeros,1500,32
maxVal1_2048_numeros,3200,2052
maxVal1_1048576_numeros,715000,1048579
maxVal1_32_numeros,1500,32
maxVal1_2048_numeros,4000,2057
maxVal1_1048576_numeros,750400,1048583
maxVal1_32_numeros,2000,34
maxVal1_2048_numeros,3100,2049
maxVal1_1048576_numeros,716100,1048580
maxVal1_32_numeros,1900,37
maxVal1_2048_numeros,3200,2049
maxVal1_1048576_numeros,780200,1048579
maxVal1_32_numeros,1600,35
maxVal1_2048_numeros,2700,2053
maxVal1_1048576_numeros,793600,1048578
maxVal1_32_numeros,1700,36
maxVal1_2048_numeros,2100,2052
maxVal1_1048576_numeros,951300,1048579
maxVal1_32_numeros,1700,34
maxVal1_2048_numeros,3700,2052
maxVal1_1048576_numeros,760900,1048581
maxVal1_32_numeros,1100,32
maxVal1_2048_numeros,2000,2051
maxVal1_1048576_numeros,708300,1048580
maxVal1_32_numeros,1300,35
maxVal1_2048_numeros,2500,2052
maxVal1_1048576_numeros,711300,1048579
maxVal1_32_numeros,1500,32
maxVal1_2048_numeros,1900,2051
maxVal1_1048576_numeros,684400,1048576
maxVal1_32_numeros,1700,34
maxVal1_2048_numeros,2800,2052
maxVal1_1048576_numeros,702800,1048582
maxVal1_32_numeros,1600,33
maxVal1_2048_numeros,2200,2052
maxVal1_1048576_numeros,780200,1048577
maxVal1_32_numeros,2200,35
maxVal1_2048_numeros,3400,2056
maxVal1_1048576_numeros,780400,1048576
maxVal1_32_numeros,1800,34
maxVal1_2048_numeros,2200,2054
maxVal1_1048576_numeros,712300,1048579
maxVal1_32_numeros,1900,33
maxVal1_2048_numeros,3400,2056
maxVal1_1048576_numeros,714400,1048579
maxVal1_32_numeros,2000,32
maxVal1_2048_numeros,3600,2052
maxVal1_1048576_numeros,740400,1048575
maxVal1_32_numeros,2400,36
maxVal1_2048_numeros,3600,2049
maxVal1_1048576_numeros,790200,1048579
maxVal1_32_numeros,1800,36
maxVal1_2048_numeros,3900,2050
maxVal1_1048576_numeros,934000,1048581
maxVal1_32_numeros,1900,34
maxVal1_2048_numeros,2000,2054
maxVal1_1048576_numeros,918100,1048584
maxVal1_32_numeros,1900,33
maxVal1_2048_numeros,2700,2048
maxVal1_1048576_numeros,773400,1048577
maxVal1_32_numeros,1400,33
maxVal1_2048_numeros,2100,2052
maxVal1_1048576_numeros,720300,1048577
maxVal1_32_numeros,1300,35
maxVal1_2048_numeros,3700,2051
maxVal1_1048576_numeros,767500,1048579
maxVal1_32_numeros,2100,35
maxVal1_2048_numeros,1600,2052
maxVal1_1048576_numeros,768700,1048580
maxVal1_32_numeros,1600,33
maxVal1_2048_numeros,3900,2051
maxVal1_1048576_numeros,747000,1048580
maxVal1_32_numeros,2000,34
maxVal1_2048_numeros,3500,2051
maxVal1_1048576_numeros,935600,1048578
maxVal1_32_numeros,1800,31
maxVal1_2048_numeros,2100,2048
maxVal1_1048576_numeros,767200,1048579
maxVal1_32_numeros,1900,37
maxVal1_2048_numeros,3800,2050
maxVal1_1048576_numeros,777000,1048577
maxVal1_32_numeros,1900,31
maxVal1_2048_numeros,3800,2052
maxVal1_1048576_numeros,781400,1048582
maxVal1_32_numeros,1900,32
maxVal1_2048_numeros,3100,2051
maxVal1_1048576_numeros,712000,1048579
maxVal1_32_numeros,1800,36
maxVal1_2048_numeros,1900,2052
maxVal1_1048576_numeros,801400,1048578
maxVal1_32_numeros,1900,33
maxVal1_2048_numeros,3000,2048
maxVal1_1048576_numeros,758900,1048580
maxVal1_32_numeros,1700,35
maxVal1_2048_numeros,4300,2052
maxVal1_1048576_numeros,749000,1048578
maxVal1_32_numeros,2100,33
maxVal1_2048_numeros,2100,2050
maxVal1_1048576_numeros,711400,1048580
maxVal1_32_numeros,1800,34
maxVal1_2048_numeros,3500,2051
maxVal1_1048576_numeros,724700,1048576
maxVal1_32_numeros,1600,34
maxVal1_2048_numeros,3700,2049
maxVal1_1048576_numeros,777600,1048578
maxVal1_32_numeros,1700,31
maxVal1_2048_numeros,3100,2050
maxVal1_1048576_numeros,773400,1048585
maxVal1_32_numeros,2300,35
maxVal1_2048_numeros,3700,2052
maxVal1_1048576_numeros,773900,1048579
maxVal1_32_numeros,1700,31
maxVal1_2048_numeros,2700,2053
maxVal1_1048576_numeros,789700,1048579
maxVal1_32_numeros,2000,34
maxVal1_2048_numeros,3700,2050
maxVal1_1048576_numeros,774300,1048580
maxVal1_32_numeros,1500,34
maxVal1_2048_numeros,3300,2054
maxVal1_1048576_numeros,775000,1048580
maxVal1_32_numeros,1800,32
maxVal1_2048_numeros,2900,2050
maxVal1_1048576_numeros,777900,1048578
maxVal1_32_numeros,1900,37
maxVal1_2048_numeros,2300,2049
maxVal1_1048576_numeros,717900,1048579
maxVal1_32_numeros,900,34
maxVal1_2048_numeros,2400,2052
maxVal1_1048576_numeros,742100,1048577
maxVal1_32_numeros,1600,37
maxVal1_2048_numeros,3400,2052
maxVal1_1048576_numeros,792000,1048582
maxVal1_32_numeros,1800,34
maxVal1_2048_numeros,4200,2057
maxVal1_1048576_numeros,719400,1048577
maxVal1_32_numeros,1500,34
