metodo,tempo,iteracoes
maxVal2_32_numeros,2300,83
maxVal2_2048_numeros,19300,5111
maxVal2_1048576_numeros,9534500,2635180
maxVal2_32_numeros,2300,78
maxVal2_2048_numeros,22000,5147
maxVal2_1048576_numeros,9717800,2636277
maxVal2_32_numeros,2400,76
maxVal2_2048_numeros,20500,5157
maxVal2_1048576_numeros,9640400,2636749
maxVal2_32_numeros,2700,77
maxVal2_2048_numeros,19300,5145
maxVal2_1048576_numeros,9559500,2636164
maxVal2_32_numeros,1900,77
maxVal2_2048_numeros,20100,5134
maxVal2_1048576_numeros,9548400,2636533
maxVal2_32_numeros,2400,80
maxVal2_2048_numeros,20000,5154
maxVal2_1048576_numeros,9603300,2636449
maxVal2_32_numeros,2100,76
maxVal2_2048_numeros,17600,5098
maxVal2_1048576_numeros,9819400,2636394
maxVal2_32_numeros,2200,76
maxVal2_2048_numeros,53300,5173
maxVal2_1048576_numeros,9558100,2636139
maxVal2_32_numeros,2800,77
maxVal2_2048_numeros,21000,5170
maxVal2_1048576_numeros,9454000,2636059
maxVal2_32_numeros,3200,80
maxVal2_2048_numeros,21800,5142
maxVal2_1048576_numeros,9567500,2636507
maxVal2_32_numeros,2400,79
maxVal2_2048_numeros,21700,5132
maxVal2_1048576_numeros,9575900,2636483
maxVal2_32_numeros,2400,76
maxVal2_2048_numeros,19400,5156
maxVal2_1048576_numeros,9561200,2636012
maxVal2_32_numeros,2900,76
maxVal2_2048_numeros,22300,5111
maxVal2_1048576_numeros,9595400,2636022
maxVal2_32_numeros,2800,80
maxVal2_2048_numeros,19700,5107
maxVal2_1048576_numeros,9262700,2636008
maxVal2_32_numeros,2200,76
maxVal2_2048_numeros,20600,5167
maxVal2_1048576_numeros,9476600,2636299
maxVal2_32_numeros,2100,81
maxVal2_2048_numeros,22500,5162
maxVal2_1048576_numeros,9488100,2635856
maxVal2_32_numeros,2700,78
maxVal2_2048_numeros,22500,5163
maxVal2_1048576_numeros,9776400,2636080
maxVal2_32_numeros,2700,74
maxVal2_2048_numeros,21600,5164
maxVal2_1048576_numeros,9507000,2635529
maxVal2_32_numeros,2900,74
maxVal2_2048_numeros,22600,5169
maxVal2_1048576_numeros,9555600,2636519
maxVal2_32_numeros,2600,76
maxVal2_2048_numeros,20400,5134
maxVal2_1048576_numeros,9354600,2635790
maxVal2_32_numeros,2400,80
maxVal2_2048_numeros,20700,5093
maxVal2_1048576_numeros,9216300,2635404
maxVal2_32_numeros,2000,79
maxVal2_2048_numeros,22200,5109
maxVal2_1048576_numeros,9592200,2635905
maxVal2_32_numeros,2400,78
maxVal2_2048_numeros,20200,5122
maxVal2_1048576_numeros,9491200,2636174
maxVal2_32_numeros,3100,77
maxVal2_2048_numeros,22000,5144
maxVal2_1048576_numeros,9606600,2636225
maxVal2_32_numeros,2700,73
maxVal2_2048_numeros,20200,5179
maxVal2_1048576_numeros,9563700,2636060
maxVal2_32_numeros,2400,73
maxVal2_2048_numeros,21900,5148
maxVal2_1048576_numeros,9549700,2635603
maxVal2_32_numeros,2600,79
maxVal2_2048_numeros,20900,5179
maxVal2_1048576_numeros,9393800,2635196
maxVal2_32_numeros,2500,78
maxVal2_2048_numeros,19900,5168
maxVal2_1048576_numeros,9878500,2635348
maxVal2_32_numeros,2300,71
maxVal2_2048_numeros,22800,5134
maxVal2_1048576_numeros,9519800,2635590
maxVal2_32_numeros,2500,78
maxVal2_2048_numeros,22900,5150
maxVal2_1048576_numeros,9752400,2637146
maxVal2_32_numeros,2100,78
maxVal2_2048_numeros,21100,5145
maxVal2_1048576_numeros,9460200,2636582
maxVal2_32_numeros,1900,78
maxVal2_2048_numeros,19900,5139
maxVal2_1048576_numeros,9571200,2636578
maxVal2_32_numeros,2300,72
maxVal2_2048_numeros,19800,5137
maxVal2_1048576_numeros,9529200,2636872
maxVal2_32_numeros,2300,77
maxVal2_2048_numeros,19200,5186
maxVal2_1048576_numeros,9655200,2635585
maxVal2_32_numeros,2600,78
maxVal2_2048_numeros,18900,5186
maxVal2_1048576_numeros,9654400,2634547
maxVal2_32_numeros,2300,78
maxVal2_2048_numeros,18600,5102
maxVal2_1048576_numeros,9497600,2636380
maxVal2_32_numeros,2700,77
maxVal2_2048_numeros,21300,5098
maxVal2_1048576_numeros,9410900,2636487
maxVal2_32_numeros,2000,76
maxVal2_2048_numeros,21800,5123
maxVal2_1048576_numeros,9493600,2635839
maxVal2_32_numeros,2100,77
maxVal2_2048_numeros,21600,5152
maxVal2_1048576_numeros,9598400,2635858
maxVal2_32_numeros,2500,78
maxVal2_2048_numeros,23300,5122
maxVal2_1048576_numeros,9685900,2635341
maxVal2_32_numeros,2500,79
maxVal2_2048_numeros,20900,5118
maxVal2_1048576_numeros,9322100,2635654
maxVal2_32_numeros,2600,76
maxVal2_2048_numeros,20000,5138
maxVal2_1048576_numeros,9309400,2635998
maxVal2_32_numeros,2200,78
maxVal2_2048_numeros,22400,5106
maxVal2_1048576_numeros,9498900,2636080
maxVal2_32_numeros,2100,80
maxVal2_2048_numeros,23000,5159
maxVal2_1048576_numeros,9515900,2636205
maxVal2_32_numeros,2500,75
maxVal2_2048_numeros,26900,5142
maxVal2_1048576_numeros,9545100,2635599
maxVal2_32_numeros,2200,73
maxVal2_2048_numeros,18900,5116
maxVal2_1048576_numeros,9516900,2636279
maxVal2_32_numeros,2400,76
maxVal2_2048_numeros,20900,5149
maxVal2_1048576_numeros,9440400,2635809
maxVal2_32_numeros,2700,79
maxVal2_2048_numeros,19900,5173
maxVal2_1048576_numeros,9291500,2637648
maxVal2_32_numeros,3300,74
maxVal2_2048_numeros,21600,5130
maxVal2_1048576_numeros,9532900,2635367
maxVal2_32_numeros,2200,77
maxVal2_2048_numeros,20000,5124
maxVal2_1048576_numeros,9567400,2636505
maxVal2_32_numeros,2200,78
maxVal2_2048_numeros,21700,5129
maxVal2_1048576_numeros,10197300,2635645
maxVal2_32_numeros,2400,75
maxVal2_2048_numeros,21500,5127
maxVal2_1048576_numeros,9474000,2635853
maxVal2_32_numeros,3100,74
maxVal2_2048_numeros,22400,5146
maxVal2_1048576_numeros,9523700,2635824
maxVal2_32_numeros,2000,81
maxVal2_2048_numeros,19200,5154
maxVal2_1048576_numeros,9332400,2636024
maxVal2_32_numeros,2300,73
maxVal2_2048_numeros,20800,5139
maxVal2_1048576_numeros,9575200,2635059
maxVal2_32_numeros,3700,80
maxVal2_2048_numeros,21600,5161
maxVal2_1048576_numeros,9443300,2635974
maxVal2_32_numeros,2900,77
maxVal2_2048_numeros,20700,5145
maxVal2_1048576_numeros,9455900,2635586
maxVal2_32_numeros,2800,75
maxVal2_2048_numeros,23000,5103
maxVal2_1048576_numeros,9659900,2636255
maxVal2_32_numeros,2600,72
maxVal2_2048_numeros,19900,5166
maxVal2_1048576_numeros,9432600,2635941
maxVal2_32_numeros,2600,76
maxVal2_2048_numeros,20200,5143
maxVal2_1048576_numeros,9403800,2636009
maxVal2_32_numeros,2300,77
maxVal2_2048_numeros,21300,5111
maxVal2_1048576_numeros,9573400,2635979
maxVal2_32_numeros,2300,79
maxVal2_2048_numeros,23700,5155
maxVal2_1048576_numeros,9515000,2635240
maxVal2_32_numeros,3100,75
maxVal2_2048_numeros,19800,5114
maxVal2_1048576_numeros,9505800,2635861
maxVal2_32_numeros,2300,78
maxVal2_2048_numeros,22200,5181
maxVal2_1048576_numeros,9167000,2635608
maxVal2_32_numeros,2400,75
maxVal2_2048_numeros,20500,5159
maxVal2_1048576_numeros,9696800,2635182
maxVal2_32_numeros,2100,76
maxVal2_2048_numeros,19900,5132
maxVal2_1048576_numeros,9734000,2637065
maxVal2_32_numeros,2800,75
maxVal2_2048_numeros,22700,5204
maxVal2_1048576_numeros,9285000,2636088
maxVal2_32_numeros,2600,75
maxVal2_2048_numeros,19400,5154
maxVal2_1048576_numeros,9128400,2635710
maxVal2_32_numeros,2500,74
maxVal2_2048_numeros,20300,5134
maxVal2_1048576_numeros,9502700,2636210
maxVal2_32_numeros,2100,76
maxVal2_2048_numeros,18800,5135
maxVal2_1048576_numeros,9791000,2635791
maxVal2_32_numeros,2500,78
maxVal2_2048_numeros,18600,5142
maxVal2_1048576_numeros,9663200,2635890
maxVal2_32_numeros,2500,79
maxVal2_2048_numeros,20800,5158
maxVal2_1048576_numeros,9563000,2635513
maxVal2_32_numeros,2300,75
maxVal2_2048_numeros,23300,5111
maxVal2_1048576_numeros,9568000,2635426
maxVal2_32_numeros,2500,77
maxVal2_2048_numeros,21200,5111
maxVal2_1048576_numeros,9377100,2636488
maxVal2_32_numeros,2800,78
maxVal2_2048_numeros,21500,5126
maxVal2_1048576_numeros,9106800,2636141
maxVal2_32_numeros,2300,77
maxVal2_2048_numeros,33200,5135
maxVal2_1048576_numeros,9537300,2635410
maxVal2_32_numeros,2500,76
maxVal2_2048_numeros,21100,5154
maxVal2_1048576_numeros,9350400,2635240
maxVal2_32_numeros,2400,79
maxVal2_2048_numeros,22300,5158
maxVal2_1048576_numeros,9491500,2636365
maxVal2_32_numeros,2300,79
maxVal2_2048_numeros,22300,5117
maxVal2_1048576_numeros,9478900,2636094
maxVal2_32_numeros,2100,75
maxVal2_2048_numeros,20300,5137
maxVal2_1048576_numeros,9527300,2636625
maxVal2_32_numeros,2200,78
maxVal2_2048_numeros,17400,5154
maxVal2_1048576_numeros,9232000,2636003
maxVal2_32_numeros,3100,75
maxVal2_2048_numeros,23000,5169
maxVal2_1048576_numeros,9624600,2636102
maxVal2_32_numeros,2900,73
maxVal2_2048_numeros,20400,5145
maxVal2_1048576_numeros,9431900,2635741
maxVal2_32_numeros,2300,80
maxVal2_2048_numeros,22800,5138
maxVal2_1048576_numeros,9636300,2635182
maxVal2_32_numeros,2500,80
maxVal2_2048_numeros,20800,5152
maxVal2_1048576_numeros,9363100,2636311
maxVal2_32_numeros,2500,78
maxVal2_2048_numeros,19500,5209
maxVal2_1048576_numeros,9796800,2637775
maxVal2_32_numeros,2300,74
maxVal2_2048_numeros,22100,5143
maxVal2_1048576_numeros,9620600,2635283
maxVal2_32_numeros,2400,75
maxVal2_2048_numeros,23200,5169
maxVal2_1048576_numeros,9406900,2635966
maxVal2_32_numeros,2200,76
maxVal2_2048_numeros,23900,5131
maxVal2_1048576_numeros,9464200,2635882
maxVal2_32_numeros,2700,71
maxVal2_2048_numeros,16700,5182
maxVal2_1048576_numeros,9287400,2635731
maxVal2_32_numeros,2800,77
maxVal2_2048_numeros,21400,5152
maxVal2_1048576_numeros,9501500,2635506
maxVal2_32_numeros,2400,74
maxVal2_2048_numeros,20000,5167
maxVal2_1048576_numeros,9531000,2635908
maxVal2_32_numeros,2900,77
maxVal2_2048_numeros,20900,5141
maxVal2_1048576_numeros,9571100,2637319
maxVal2_32_numeros,2400,83
maxVal2_2048_numeros,20700,5186
maxVal2_1048576_numeros,9406200,2635775
maxVal2_32_numeros,2600,77
maxVal2_2048_numeros,19400,5142
maxVal2_1048576_numeros,9556900,2636681
maxVal2_32_numeros,2500,77
maxVal2_2048_numeros,22100,5124
maxVal2_1048576_numeros,9324400,2635728
maxVal2_32_numeros,2700,81
maxVal2_2048_numeros,25800,5136
maxVal2_1048576_numeros,9560000,2636204
maxVal2_32_numeros,2800,77
maxVal2_2048_numeros,24000,5123
maxVal2_1048576_numeros,9513800,2635807
maxVal2_32_numeros,2500,80
maxVal2_2048_numeros,21900,5138
maxVal2_1048576_numeros,9647300,2636321
maxVal2_32_numeros,2700,78
maxVal2_2048_numeros,21000,5179
maxVal2_1048576_numeros,10578300,2636531
maxVal2_32_numeros,3600,76
maxVal2_2048_numeros,20800,5174
maxVal2_1048576_numeros,9690700,2635283
maxVal2_32_numeros,2300,77
maxVal2_2048_numeros,21700,5159
maxVal2_1048576_numeros,9384800,2636146
maxVal2_32_numeros,3000,76
maxVal2_2048_numeros,22500,5173
maxVal2_1048576_numeros,9320600,2635757
maxVal2_32_numeros,3700,74
maxVal2_2048_numeros,22200,5139
maxVal2_1048576_numeros,9751200,2636255
maxVal2_32_numeros,2500,82
maxVal2_2048_numeros,21200,5084
maxVal2_1048576_numeros,9617600,2635258
maxVal2_32_numeros,2400,78
maxVal2_2048_numeros,19700,5151
maxVal2_1048576_numeros,9616400,2636457
maxVal2_32_numeros,2600,80
maxVal2_2048_numeros,21900,5147
maxVal2_1048576_numeros,9592400,2636507
maxVal2_32_numeros,2300,74
maxVal2_2048_numeros,20000,5129
maxVal2_1048576_numeros,9446400,2635801
maxVal2_32_numeros,2900,75
maxVal2_2048_numeros,21600,5152
maxVal2_1048576_numeros,9543700,2636606
maxVal2_32_numeros,2300,76
maxVal2_2048_numeros,18800,5124
maxVal2_1048576_numeros,9564800,2636086
maxVal2_32_numeros,2400,71
maxVal2_2048_numeros,20600,5170
maxVal2_1048576_numeros,9321000,2636179
maxVal2_32_numeros,2100,75
maxVal2_2048_numeros,20600,5118
maxVal2_1048576_numeros,9525400,2635734
maxVal2_32_numeros,3000,77
maxVal2_2048_numeros,21500,5099
maxVal2_1048576_numeros,9984200,2635969
maxVal2_32_numeros,2300,74
maxVal2_2048_numeros,20700,5141
maxVal2_1048576_numeros,9429500,2636328
maxVal2_32_numeros,2600,78
maxVal2_2048_numeros,21000,5153
maxVal2_1048576_numeros,9420500,2635937
maxVal2_32_numeros,2500,78
maxVal2_2048_numeros,20400,5154
maxVal2_1048576_numeros,9419300,2635967
maxVal2_32_numeros,2200,81
maxVal2_2048_numeros,22500,5132
maxVal2_1048576_numeros,9342200,2635808
maxVal2_32_numeros,2700,76
maxVal2_2048_numeros,20200,5122
maxVal2_1048576_numeros,9467600,2636718
maxVal2_32_numeros,2800,76
maxVal2_2048_numeros,23100,5145
maxVal2_1048576_numeros,9478400,2635911
maxVal2_32_numeros,2400,80
maxVal2_2048_numeros,22100,5182
maxVal2_1048576_numeros,9433800,2635637
maxVal2_32_numeros,2800,76
maxVal2_2048_numeros,21900,5159
maxVal2_1048576_numeros,9455800,2636441
maxVal2_32_numeros,2600,71
maxVal2_2048_numeros,22900,5133
maxVal2_1048576_numeros,9447300,2635784
maxVal2_32_numeros,2400,78
maxVal2_2048_numeros,20100,5177
maxVal2_1048576_numeros,9371300,2636575
maxVal2_32_numeros,2200,78
maxVal2_2048_numeros,21100,5156
maxVal2_1048576_numeros,9377500,2636368
maxVal2_32_numeros,2700,79
maxVal2_2048_numeros,20100,5140
maxVal2_1048576_numeros,9427000,2635363
maxVal2_32_numeros,2800,77
maxVal2_2048_numeros,18400,5126
maxVal2_1048576_numeros,9427000,2636089
maxVal2_32_numeros,2500,78
maxVal2_2048_numeros,28900,5123
maxVal2_1048576_numeros,9163800,2636473
maxVal2_32_numeros,2600,73
maxVal2_2048_numeros,19800,5189
maxVal2_1048576_numeros,9523900,2635381
maxVal2_32_numeros,2400,75
maxVal2_2048_numeros,20500,5141
maxVal2_1048576_numeros,9491300,2635890
maxVal2_32_numeros,3000,77
maxVal2_2048_numeros,19500,5182
maxVal2_1048576_numeros,9547800,2635817
maxVal2_32_numeros,2700,79
maxVal2_2048_numeros,22500,5132
maxVal2_1048576_numeros,9544900,2635915
maxVal2_32_numeros,2200,77
maxVal2_2048_numeros,19400,5094
maxVal2_1048576_numeros,9393200,2636642
maxVal2_32_numeros,2600,72
maxVal2_2048_numeros,22200,5135
maxVal2_1048576_numeros,9208500,2635621
maxVal2_32_numeros,2000,81
maxVal2_2048_numeros,21200,5120
maxVal2_1048576_numeros,9641200,2636421
maxVal2_32_numeros,2500,77
maxVal2_2048_numeros,19400,5150
maxVal2_1048576_numeros,9680300,2636483
maxVal2_32_numeros,1900,69
maxVal2_2048_numeros,21700,5136
maxVal2_1048576_numeros,9422100,2635619
maxVal2_32_numeros,1900,77
maxVal2_2048_numeros,22000,5143
maxVal2_1048576_numeros,9217400,2634879
maxVal2_32_numeros,2400,80
maxVal2_2048_numeros,21600,5126
maxVal2_1048576_numeros,9327700,2635496
maxVal2_32_numeros,1900,78
maxVal2_2048_numeros,21200,5149
maxVal2_1048576_numeros,9608700,2635260
maxVal2_32_numeros,2700,76
maxVal2_2048_numeros,20900,5176
maxVal2_1048576_numeros,9547000,2636110
maxVal2_32_numeros,2100,81
maxVal2_2048_numeros,22700,5121
maxVal2_1048576_numeros,9529700,2635179
maxVal2_32_numeros,1900,74
maxVal2_2048_numeros,20200,5135
maxVal2_1048576_numeros,9471000,2636871
maxVal2_32_numeros,2800,78
maxVal2_2048_numeros,22000,5148
maxVal2_1048576_numeros,9428700,2637159
maxVal2_32_numeros,2700,77
maxVal2_2048_numeros,20300,5129
maxVal2_1048576_numeros,9523500,2635289
maxVal2_32_numeros,2800,75
maxVal2_2048_numeros,22900,5137
maxVal2_1048576_numeros,9300400,2635722
maxVal2_32_numeros,3000,82
maxVal2_2048_numeros,21600,5170
maxVal2_1048576_numeros,9523000,2635847
maxVal2_32_numeros,2600,79
maxVal2_2048_numeros,21700,5147
maxVal2_1048576_numeros,9511900,2635986
maxVal2_32_numeros,2400,74
maxVal2_2048_numeros,22600,5154
maxVal2_1048576_numeros,9582000,2635849
maxVal2_32_numeros,2500,73
maxVal2_2048_numeros,22200,5130
maxVal2_1048576_numeros,9629300,2636089
maxVal2_32_numeros,2900,71
maxVal2_2048_numeros,21000,5156
maxVal2_1048576_numeros,9548900,2635765
maxVal2_32_numeros,2300,75
maxVal2_2048_numeros,21800,5108
maxVal2_1048576_numeros,9170700,2635880
maxVal2_32_numeros,2700,72
maxVal2_2048_numeros,22000,5141
maxVal2_1048576_numeros,9317100,2636683
maxVal2_32_numeros,2500,79
maxVal2_2048_numeros,20300,5163
maxVal2_1048576_numeros,9859600,2636336
maxVal2_32_numeros,2200,77
maxVal2_2048_numeros,19200,5151
maxVal2_1048576_numeros,9646600,2635027
maxVal2_32_numeros,2800,75
maxVal2_2048_numeros,30200,5135
maxVal2_1048576_numeros,9735200,2635441
maxVal2_32_numeros,3000,81
maxVal2_2048_numeros,21000,5131
maxVal2_1048576_numeros,9539800,2635287
maxVal2_32_numeros,2900,77
maxVal2_2048_numeros,22100,5146
maxVal2_1048576_numeros,9606900,2635780
maxVal2_32_numeros,2400,77
maxVal2_2048_numeros,21000,5160
maxVal2_1048576_numeros,9286100,2635710
maxVal2_32_numeros,2700,78
maxVal2_2048_numeros,21900,5165
maxVal2_1048576_numeros,9532000,2635331
maxVal2_32_numeros,2200,73
maxVal2_2048_numeros,17900,5105
maxVal2_1048576_numeros,9452500,2636072
maxVal2_32_numeros,3900,73
maxVal2_2048_numeros,24000,5126
maxVal2_1048576_numeros,9451500,2636244
maxVal2_32_numeros,2800,78
maxVal2_2048_numeros,22800,5165
maxVal2_1048576_numeros,9533700,2635790
maxVal2_32_numeros,2500,80
maxVal2_2048_numeros,20700,5132
maxVal2_1048576_numeros,9486000,2636970
maxVal2_32_numeros,2000,76
maxVal2_2048_numeros,21100,5122
maxVal2_1048576_numeros,9333200,2636008
maxVal2_32_numeros,3200,83
maxVal2_2048_numeros,22300,5081
maxVal2_1048576_numeros,9519700,2635962
maxVal2_32_numeros,2400,76
maxVal2_2048_numeros,19800,5133
maxVal2_1048576_numeros,9314900,2635743
maxVal2_32_numeros,2500,77
maxVal2_2048_numeros,28200,5161
maxVal2_1048576_numeros,9382600,2636213
maxVal2_32_numeros,2900,76
maxVal2_2048_numeros,20700,5163
maxVal2_1048576_numeros,9794300,2636446
maxVal2_32_numeros,2400,80
maxVal2_2048_numeros,21800,5158
maxVal2_1048576_numeros,9582400,2635109
maxVal2_32_numeros,3600,72
maxVal2_2048_numeros,29200,5128
maxVal2_1048576_numeros,9761900,2635613
maxVal2_32_numeros,1800,79
maxVal2_2048_numeros,21400,5146
maxVal2_1048576_numeros,9681900,2636345
maxVal2_32_numeros,2300,74
maxVal2_2048_numeros,21400,5146
maxVal2_1048576_numeros,9056800,2635058
maxVal2_32_numeros,2900,80
maxVal2_2048_numeros,22000,5221
maxVal2_1048576_numeros,9333900,2635867
maxVal2_32_numeros,2300,78
maxVal2_2048_numeros,24400,5133
maxVal2_1048576_numeros,9646700,2635520
maxVal2_32_numeros,2200,79
maxVal2_2048_numeros,21000,5174
maxVal2_1048576_numeros,9701800,2635962
maxVal2_32_numeros,2700,76
maxVal2_2048_numeros,21000,5143
maxVal2_1048576_numeros,9526600,2636071
maxVal2_32_numeros,2900,80
maxVal2_2048_numeros,23800,5150
maxVal2_1048576_numeros,9508200,2635808
maxVal2_32_numeros,2100,77
maxVal2_2048_numeros,21500,5135
maxVal2_1048576_numeros,9436000,2635969
maxVal2_32_numeros,2500,79
maxVal2_2048_numeros,19500,5129
maxVal2_1048576_numeros,9620400,2636015
maxVal2_32_numeros,2800,77
maxVal2_2048_numeros,27100,5166
maxVal2_1048576_numeros,9293600,2636807
maxVal2_32_numeros,2500,74
maxVal2_2048_numeros,21800,5134
maxVal2_1048576_numeros,9551900,2635150
maxVal2_32_numeros,2400,80
maxVal2_2048_numeros,22800,5128
maxVal2_1048576_numeros,9492600,2636281
maxVal2_32_numeros,2700,77
maxVal2_2048_numeros,30300,5154
maxVal2_1048576_numeros,9774800,2636295
maxVal2_32_numeros,2200,72
maxVal2_2048_numeros,19700,5163
maxVal2_1048576_numeros,9486600,2635953
maxVal2_32_numeros,2700,77
maxVal2_2048_numeros,20600,5193
maxVal2_1048576_numeros,11025000,2636127
maxVal2_32_numeros,3300,78
maxVal2_2048_numeros,21200,5120
maxVal2_1048576_numeros,9424600,2635930
maxVal2_32_numeros,2800,77
maxVal2_2048_numeros,21200,5133
maxVal2_1048576_numeros,9526100,2636090
maxVal2_32_numeros,3100,74
maxVal2_2048_numeros,20100,5141
maxVal2_1048576_numeros,9424100,2635598
maxVal2_32_numeros,2900,81
maxVal2_2048_numeros,21300,5149
maxVal2_1048576_numeros,9453900,2636304
maxVal2_32_numeros,2400,76
maxVal2_2048_numeros,21800,5109
maxVal2_1048576_numeros,9577100,2636061
maxVal2_32_numeros,2300,75
maxVal2_2048_numeros,22500,5111
maxVal2_1048576_numeros,9540400,2636008
maxVal2_32_numeros,2900,72
maxVal2_2048_numeros,28600,5189
maxVal2_1048576_numeros,9579100,2635176
maxVal2_32_numeros,2900,79
maxVal2_2048_numeros,22300,5137
maxVal2_1048576_numeros,9507800,2635719
maxVal2_32_numeros,2000,78
maxVal2_2048_numeros,18900,5157
maxVal2_1048576_numeros,9705600,2636650
maxVal2_32_numeros,2000,73
maxVal2_2048_numeros,21800,5126
maxVal2_1048576_numeros,9507100,2636168
maxVal2_32_numeros,3100,75
maxVal2_2048_numeros,21200,5148
maxVal2_1048576_numeros,9466000,2635829
maxVal2_32_numeros,2300,78
maxVal2_2048_numeros,24100,5125
maxVal2_1048576_numeros,9553200,2635398
maxVal2_32_numeros,2700,73
maxVal2_2048_numeros,20700,5182
maxVal2_1048576_numeros,9256300,2635275
maxVal2_32_numeros,2600,77
maxVal2_2048_numeros,22800,5113
maxVal2_1048576_numeros,9240400,2635206
maxVal2_32_numeros,2600,77
maxVal2_2048_numeros,20100,5146
maxVal2_1048576_numeros,9521900,2635325
maxVal2_32_numeros,2200,79
maxVal2_2048_numeros,19100,5135
maxVal2_1048576_numeros,9490800,2635184
maxVal2_32_numeros,2300,82
maxVal2_2048_numeros,19900,5164
maxVal2_1048576_numeros,9512000,2635513
maxVal2_32_numeros,3100,77
maxVal2_2048_numeros,22700,5123
maxVal2_1048576_numeros,9533600,2635378
maxVal2_32_numeros,2700,74
maxVal2_2048_numeros,19900,5136
maxVal2_1048576_numeros,9456800,2636634
maxVal2_32_numeros,2100,81
maxVal2_2048_numeros,16700,5098
maxVal2_1048576_numeros,9817500,2635837
maxVal2_32_numeros,1900,78
maxVal2_2048_numeros,21800,5140
maxVal2_1048576_numeros,9484300,2636515
maxVal2_32_numeros,2400,76
maxVal2_2048_numeros,21300,5146
maxVal2_1048576_numeros,9471100,2634426
maxVal2_32_numeros,2500,77
maxVal2_2048_numeros,21200,5167
maxVal2_1048576_numeros,9562400,2635790
maxVal2_32_numeros,2500,77
maxVal2_2048_numeros,22500,5111
maxVal2_1048576_numeros,9561000,2636127
maxVal2_32_numeros,2700,74
maxVal2_2048_numeros,21300,5188
maxVal2_1048576_numeros,9542000,2635422
maxVal2_32_numeros,2200,78
maxVal2_2048_numeros,34800,5166
maxVal2_1048576_numeros,9641900,2635665
maxVal2_32_numeros,2700,76
maxVal2_2048_numeros,22900,5164
maxVal2_1048576_numeros,9700000,2635020
maxVal2_32_numeros,2600,78
maxVal2_2048_numeros,20700,5142
maxVal2_1048576_numeros,9487700,2635999
maxVal2_32_numeros,2800,82
maxVal2_2048_numeros,21400,5127
maxVal2_1048576_numeros,9872700,2636257
maxVal2_32_numeros,2100,80
maxVal2_2048_numeros,21400,5155
maxVal2_1048576_numeros,9118800,2635864
maxVal2_32_numeros,2500,76
maxVal2_2048_numeros,21300,5171
maxVal2_1048576_numeros,9566300,2635346
maxVal2_32_numeros,2600,77
maxVal2_2048_numeros,23600,5156
maxVal2_1048576_numeros,9774000,2635793
maxVal2_32_numeros,2800,74
maxVal2_2048_numeros,20800,5155
maxVal2_1048576_numeros,9557600,2635968
maxVal2_32_numeros,2400,78
maxVal2_2048_numeros,24300,5152
maxVal2_1048576_numeros,9480600,2636426
maxVal2_32_numeros,2000,72
maxVal2_2048_numeros,19400,5192
maxVal2_1048576_numeros,9391800,2635816
maxVal2_32_numeros,2200,82
maxVal2_2048_numeros,20400,5190
maxVal2_1048576_numeros,9581300,2635894
maxVal2_32_numeros,1900,77
maxVal2_2048_numeros,21100,5098
maxVal2_1048576_numeros,9474100,2636370
maxVal2_32_numeros,2500,76
maxVal2_2048_numeros,20200,5165
maxVal2_1048576_numeros,9461600,2636038
maxVal2_32_numeros,2600,77
maxVal2_2048_numeros,19700,5142
maxVal2_1048576_numeros,8987500,2635892
maxVal2_32_numeros,2700,80
maxVal2_2048_numeros,22200,5158
maxVal2_1048576_numeros,9459100,2635760
maxVal2_32_numeros,2100,79
maxVal2_2048_numeros,20800,5135
maxVal2_1048576_numeros,9537800,2636088
maxVal2_32_numeros,2400,73
maxVal2_2048_numeros,16600,5152
maxVal2_1048576_numeros,9583400,2636571
maxVal2_32_numeros,2700,73
maxVal2_2048_numeros,20500,5157
maxVal2_1048576_numeros,9617100,2635558
maxVal2_32_numeros,2800,74
maxVal2_2048_numeros,21900,5146
maxVal2_1048576_numeros,9473300,2636992
maxVal2_32_numeros,2600,79
maxVal2_2048_numeros,22900,5140
maxVal2_1048576_numeros,9588400,2634983
maxVal2_32_numeros,3200,77
maxVal2_2048_numeros,28000,5126
maxVal2_1048576_numeros,9033800,2635964
maxVal2_32_numeros,2900,77
maxVal2_2048_numeros,20800,5153
maxVal2_1048576_numeros,9522000,2636614
maxVal2_32_numeros,2600,72
maxVal2_2048_numeros,21700,5145
maxVal2_1048576_numeros,9525200,2636674
maxVal2_32_numeros,2200,81
maxVal2_2048_numeros,21100,5112
maxVal2_1048576_numeros,9544100,2636054
maxVal2_32_numeros,2100,76
maxVal2_2048_numeros,20200,5176
maxVal2_1048576_numeros,9533200,2635925
maxVal2_32_numeros,2200,75
maxVal2_2048_numeros,20800,5147
maxVal2_1048576_numeros,9470100,2636651
maxVal2_32_numeros,2400,70
maxVal2_2048_numeros,29300,5174
maxVal2_1048576_numeros,9504000,2636061
maxVal2_32_numeros,2800,75
maxVal2_2048_numeros,22200,5183
maxVal2_1048576_numeros,9748300,2635531
maxVal2_32_numeros,2100,80
maxVal2_2048_numeros,21200,5142
maxVal2_1048576_numeros,9277000,2634638
maxVal2_32_numeros,2100,73
maxVal2_2048_numeros,21600,5135
maxVal2_1048576_numeros,9764500,2635967
maxVal2_32_numeros,1700,76
maxVal2_2048_numeros,22600,5116
maxVal2_1048576_numeros,9492600,2636230
